,Word/Token,Count
6358,dissolving,1
6359,pane,1
6360,grateful,1
6361,watchers,1
6362,ate,2
6363,movements—he,1
6364,time—were,1
6365,traced,1
6366,Gad,2
6367,sandwich,1
6368,cup,1
6369,Thus,1
6370,time—there,1
6371,motorists,1
6372,strength,1
6373,thereabout,1
6374,inquiring,1
6375,bathing-suit,1
6376,phoned,1
6377,pneumatic,1
6378,mattress,3
6379,instructions,1
6380,circumstances—and,1
6381,needed,3
6382,repair,1
6383,shouldered,1
6384,yellowing,1
6385,message,2
6386,clock—until,1
6387,price,1
6388,created,1
6389,fortuitously,1
6390,gliding,1
6391,amorphous,1
6392,chauffeur—he,1
6393,protégés—heard,1
6394,shots—afterwards,1
6395,rushing,1
6396,barely,1
6397,ripples,1
6398,irregularly,1
6399,disturb,1
6400,cluster,1
6401,revolved,1
6402,tracing,1
6403,transit,1
6404,holocaust,1
6405,endless,1
6406,drill,1
6407,photographers,2
6408,rope,1
6409,open-mouthed,1
6410,positive,1
6411,detective,1
6412,madman,2
6413,adventitious,1
6414,authority,1
6415,reports,2
6416,nightmare—grotesque,1
6417,circumstantial,1
6418,tale,1
6419,pasquinade—but,1
6420,showed,1
6421,too—looked,1
6422,coroner,1
6423,brow,1
6424,mischief,1
6425,reduced,1
6426,grief,2
6427,remain,1
6428,unessential,1
6429,catastrophe,1
6430,surmise,1
6431,referred,1
6432,breathe,1
6433,responsible,1
6434,interested—interested,1
6435,baggage,1
6436,Left,1
6437,say.,1
6438,you—,1
6439,Information,1
6440,rung,1
6441,times.,1
6442,important.,1
6443,visitors,1
6444,official,1
6445,sheet,1
6446,unlocked,1
6447,parts,1
6448,desk—he,1
6449,nothing—only,1
6450,token,1
6451,superfluous,1
6452,noon—but,1
6453,defiance,1
6454,solidarity,1
6455,Dear,1
6456,shocks,1
6457,Such,1
6458,tied,1
6459,mixed,5
6460,Yours,1
6461,truly,1
6462,hasty,2
6463,addenda,1
6464,funeral,6
6465,etc,2
6466,Distance,1
6467,Slagle,1
6468,Hell,1
6469,wires.,1
6470,Young,1
6471,Parke,1
6472,hey,1
6473,hick,1
6474,towns—,1
6475,here—this,1
6476,dead.,1
6477,exclamation,1
6478,squawk,1
6479,telegram,1
6480,signed,1
6481,C.,1
6482,sender,1
6483,postpone,1
6484,helpless,2
6485,bundled,1
6486,ulster,1
6487,September,2
6488,leaked,1
6489,continuously,1
6490,umbrella,1
6491,sparse,1
6492,ceaselessly,2
6493,mad.,1
6494,Wouldn,1
6495,Mr.—,2
6496,Jimmy,5
6497,reluctantly,1
6498,unpunctual,1
6499,height,1
6500,vest,1
6501,arrangements,1
6502,Gatsby—,1
6503,—Mr,1
6504,Were,1
6505,friends.,1
6506,impressively,1
6507,build,1
6508,country.,1
6509,embroidered,1
6510,coverlet,1
6511,stiffly—was,1
6512,instantly,1
6513,Klipspringer.,1
6514,sightseeing,1
6515,is—,1
6516,is—the,1
6517,staying,1
6518,Greenwich,1
6519,picnic,1
6520,ejaculated,1
6521,unrestrained,1
6522,Huh,1
6523,F.—,1
6524,Gatsby—one,1
6525,implied,1
6526,deserved,1
6527,sneer,1
6528,bitterly,1
6529,marked,1
6530,Swastika,1
6531,vain,1
6532,partition,1
6533,Jewess,1
6534,Chicago.,2
6535,Rosary,1
6536,tunelessly,1
6537,unmistakably,1
6538,Stella,1
6539,Leave,1
6540,slide,1
6541,scolded,1
6542,sickantired,1
6543,Oh-h,1
6544,just—What,1
6545,remarking,1
6546,reverent,1
6547,cigar,1
6548,medals,1
6549,Winebrenner,1
6550,poolroom,1
6551,Forty-third,1
6552,job,1
6553,Start,1
6554,gutter,1
6555,fine-appearing,1
6556,gentlemanly,1
6557,client,1
6558,Albany,1
6559,—he,1
6560,bulbous,1
6561,fingers—,1
6562,partnership,1
6563,transaction,1
6564,come.,1
6565,then.,1
6566,quivered,1
6567,different—if,1
6568,it—to,1
6569,bitter,1
6570,end.,1
6571,suggest,1
6572,friendship,1
6573,drizzle,2
6574,picture.,1
6575,shown,1
6576,shows,4
6577,Had,1
6578,lately,1
6579,success,1
6580,generous,1
6581,lingeringly,1
6582,Hopalong,1
6583,Cassidy,1
6584,cover,1
6585,flyleaf,1
6586,date,1
6587,12,1
6588,1906,1
6589,6:00,1
6590,a.m.,1
6591,Dumbell,1
6592,wall-scaling,1
6593,6:15-6:30,1
6594,Study,2
6595,electricity,1
6596,7:15-8:15,1
6597,Work,1
6598,8:30-4:30,1
6599,p.m,1
6600,Baseball,1
6601,4:30-5:00,1
6602,Practise,1
6603,elocution,1
6604,poise,1
6605,5:00-6:00,1
6606,7:00-9:00,1
6607,General,1
6608,Resolves,1
6609,*,6
6610,Shafters,1
6611,[,2
6612,indecipherable,1
6613,],2
6614,smokeing,1
6615,chewing,1
6616,Bath,1
6617,Read,1
6618,improving,2
6619,per,2
6620,Save,1
6621,$,2
6622,5.00,1
6623,3.00,1
6624,resolves,1
6625,et,1
6626,hog,1
6627,item,1
6628,minister,3
6629,blink,1
6630,cemetery,2
6631,gate—first,1
6632,postman,1
6633,splashing,1
6634,marvelling,1
6635,protecting,1
6636,resentment,1
6637,Dimly,1
6638,Blessed,1
6639,falls,1
6640,Amen,1
6641,straggled,1
6642,Owl-eyes,1
6643,hundreds.,1
6644,son-of-a-bitch,1
6645,memories,1
6646,gather,1
6647,Union,1
6648,December,1
6649,gaieties,1
6650,bid,1
6651,coats,1
6652,returning,2
6653,This-or-That,1
6654,frozen,1
6655,matchings,1
6656,invitations,1
6657,Ordways,1
6658,Herseys,1
6659,Schultzes,1
6660,tickets,1
6661,clasped,1
6662,gloved,1
6663,murky,1
6664,Milwaukee,1
6665,Paul,1
6666,tracks,1
6667,stretch,2
6668,twinkle,1
6669,Wisconsin,1
6670,stations,1
6671,brace,1
6672,breaths,1
6673,vestibules,1
6674,unutterably,1
6675,identity,1
6676,indistinguishably,1
6677,West—not,1
6678,prairies,1
6679,Swede,1
6680,towns,2
6681,lamps,1
6682,sleigh,1
6683,frosty,1
6684,holly,1
6685,wreaths,1
6686,winters,1
6687,complacent,1
6688,dwellings,1
6689,decades,1
6690,all—Tom,1
6691,Westerners,1
6692,deficiency,1
6693,subtly,1
6694,unadaptable,1
6695,superiority,1
6696,sprawling,1
6697,Ohio,1
6698,inquisitions,1
6699,spared,1
6700,old—even,1
6701,distortion,1
6702,especially,1
6703,El,1
6704,Greco,1
6705,conventional,1
6706,crouching,1
6707,sullen,1
6708,overhanging,1
6709,lustreless,1
6710,foreground,1
6711,stretcher,1
6712,lies,1
6713,drunken,1
6714,dangles,1
6715,sparkles,1
6716,Gravely,1
6717,house—the,1
6718,cares,1
6719,brittle,1
6720,laundry,1
6721,awkward,1
6722,obliging,1
6723,illustration,1
6724,leaf,1
6725,tint,1
6726,fingerless,1
6727,glove,1
6728,doubted,1
6729,experience,1
6730,dizzy,1
6731,while.,1
6732,—she,1
6733,added—,1
6734,Why—not,1
6735,straightforward,1
6736,pride.,1
6737,honour.,1
6738,tremendously,1
6739,aggressive,1
6740,interference,1
6741,adapting,1
6742,jewellery,2
6743,grabbed,1
6744,kill,1
6745,revolver,1
6746,house—,1
6747,defiantly,1
6748,suffering—look,1
6749,biscuits,1
6750,sideboard,1
6751,awful—,1
6752,forgive,1
6753,justified,1
6754,Daisy—they,1
6755,creatures,1
6756,retreated,1
6757,carelessness,1
6758,mess,1
6759,pearl,1
6760,necklace—or,1
6761,buttons—rid,1
6762,squeamishness,1
6763,left—the,1
6764,drivers,1
6765,fare,1
6766,entrance,1
6767,dazzling,1
6768,vividly,1
6769,investigate,1
6770,trunk,1
6771,packed,1
6772,failure,1
6773,scrawled,1
6774,clearly,1
6775,erased,1
6776,raspingly,1
6777,stone,1
6778,sprawled,1
6779,shadowy,1
6780,ferryboat,1
6781,inessential,1
6782,melt,1
6783,Dutch,1
6784,sailors,1
6785,eyes—a,1
6786,Its,1
6787,pandered,1
6788,greatest,1
6789,transitory,1
6790,continent,1
6791,aesthetic,1
6792,contemplation,1
6793,commensurate,1
6794,brooding,1
6795,fail,1
6796,grasp,1
6797,obscurity,1
6798,republic,1
6799,orgastic,1
6800,recedes,1
6801,matter—tomorrow,1
6802,morning—,1
6803,boats,1
6804,current,1
6805,borne,1
