w0,w1,w2,n,p
,in,mr,1,1.931807205640877e-05
,in,my,1,1.931807205640877e-05
,in,the,7,0.0001352265043948614
,in,this,1,1.931807205640877e-05
,in,two,1,1.931807205640877e-05
,in,various,1,1.931807205640877e-05
,inquired,daisy,2,3.863614411281754e-05
,inquired,gatsby,1,1.931807205640877e-05
,inquired,jordan,2,3.863614411281754e-05
,inquired,tom,1,1.931807205640877e-05
,insantly,killed,1,1.931807205640877e-05
,insisted,daisy,3,5.795421616922631e-05
,insisted,tom,2,3.863614411281754e-05
,instead,of,2,3.863614411281754e-05
,instinct,made,1,1.931807205640877e-05
,interposed,tom,1,1.931807205640877e-05
,interrupted,gatsby,1,1.931807205640877e-05
,into,his,1,1.931807205640877e-05
,involuntarily,i,1,1.931807205640877e-05
,is,it,3,5.795421616922631e-05
,it,<s>,8,0.00015454457645127016
,it,all,1,1.931807205640877e-05
,it,amazed,1,1.931807205640877e-05
,it,came,2,3.863614411281754e-05
,it,doesnt,1,1.931807205640877e-05
,it,eluded,1,1.931807205640877e-05
,it,endured,1,1.931807205640877e-05
,it,excited,1,1.931807205640877e-05
,it,facedor,1,1.931807205640877e-05
,it,fooled,1,1.931807205640877e-05
,it,had,3,5.795421616922631e-05
,it,happens,1,1.931807205640877e-05
,it,is,4,7.727228822563508e-05
,it,just,2,3.863614411281754e-05
,it,made,1,1.931807205640877e-05
,it,makes,1,1.931807205640877e-05
,it,never,1,1.931807205640877e-05
,it,occurred,2,3.863614411281754e-05
,it,said,1,1.931807205640877e-05
,it,seemed,2,3.863614411281754e-05
,it,seems,1,1.931807205640877e-05
,it,shows,1,1.931807205640877e-05
,it,sort,1,1.931807205640877e-05
,it,started,1,1.931807205640877e-05
,it,stopped,1,1.931807205640877e-05
,it,takes,1,1.931807205640877e-05
,it,understood,1,1.931807205640877e-05
,it,was,35,0.000676132521974307
,it,wasnt,2,3.863614411281754e-05
,it,went,1,1.931807205640877e-05
,it,wouldnt,2,3.863614411281754e-05
,its,<s>,1,1.931807205640877e-05
,its,a,4,7.727228822563508e-05
,its,all,2,3.863614411281754e-05
,its,been,1,1.931807205640877e-05
,its,better,1,1.931807205640877e-05
,its,full,1,1.931807205640877e-05
,its,hard,1,1.931807205640877e-05
,its,just,1,1.931807205640877e-05
,its,more,1,1.931807205640877e-05
,its,pretty,1,1.931807205640877e-05
,its,romantic,1,1.931807205640877e-05
,its,stopped,1,1.931807205640877e-05
,its,too,3,5.795421616922631e-05
,its,up,1,1.931807205640877e-05
,its,vanished,1,1.931807205640877e-05
,ive,<s>,2,3.863614411281754e-05
,ive,been,2,3.863614411281754e-05
,ive,got,3,5.795421616922631e-05
,ive,heard,1,1.931807205640877e-05
,ive,only,1,1.931807205640877e-05
,j,<s>,4,7.727228822563508e-05
,jay,gatsby,1,1.931807205640877e-05
,jewett,once,1,1.931807205640877e-05
,jordan,<s>,2,3.863614411281754e-05
,jordan,said,1,1.931807205640877e-05
,jordan,warned,1,1.931807205640877e-05
,just,as,3,5.795421616922631e-05
,just,before,1,1.931807205640877e-05
,just,mention,1,1.931807205640877e-05
,just,near,1,1.931807205640877e-05
,just,tell,1,1.931807205640877e-05
,just,trust,1,1.931807205640877e-05
,just,why,1,1.931807205640877e-05
,klipspringer,in,1,1.931807205640877e-05
,klipspringer,the,1,1.931807205640877e-05
,knew,when,1,1.931807205640877e-05
,know,you,1,1.931807205640877e-05
,laughter,is,1,1.931807205640877e-05
,leavesll,start,1,1.931807205640877e-05
,lemme,show,1,1.931807205640877e-05
,let,me,1,1.931807205640877e-05
,let,the,1,1.931807205640877e-05
,lets,all,1,1.931807205640877e-05
,lets,get,1,1.931807205640877e-05
,lets,go,2,3.863614411281754e-05
,life,starts,1,1.931807205640877e-05
,like,hell,1,1.931807205640877e-05
,like,that,1,1.931807205640877e-05
,like,this,1,1.931807205640877e-05
,listen,,1,1.931807205640877e-05
,listen,nick,1,1.931807205640877e-05
,loneliness,,1,1.931807205640877e-05
,look,<s>,1,1.931807205640877e-05
,look,at,2,3.863614411281754e-05
,look,herethis,1,1.931807205640877e-05
,look,out,1,1.931807205640877e-05
,look,there,1,1.931807205640877e-05
,lots,of,1,1.931807205640877e-05
,love,nick,1,1.931807205640877e-05
,lucille,said,1,1.931807205640877e-05
,lucille,shivered,1,1.931807205640877e-05
,lucille,that,1,1.931807205640877e-05
,luckily,<s>,1,1.931807205640877e-05
,matter,of,1,1.931807205640877e-05
,mavro,michaelis,1,1.931807205640877e-05
,maybe,even,1,1.931807205640877e-05
,maybe,i,1,1.931807205640877e-05
,maybe,you,1,1.931807205640877e-05
,mckee,<s>,4,7.727228822563508e-05
,mckee,and,1,1.931807205640877e-05
,mckee,awoke,1,1.931807205640877e-05
,mckee,i,1,1.931807205640877e-05
,mckee,only,1,1.931807205640877e-05
,mckee,turned,1,1.931807205640877e-05
,mckee,was,2,3.863614411281754e-05
,mckee,with,1,1.931807205640877e-05
,meanwhile,tom,1,1.931807205640877e-05
,michaelis,<s>,1,1.931807205640877e-05
,michaelis,advised,1,1.931807205640877e-05
,michaelis,assured,1,1.931807205640877e-05
,michaelis,made,1,1.931807205640877e-05
,miss,baker,2,3.863614411281754e-05
,miss,bakers,1,1.931807205640877e-05
,moreover,he,1,1.931807205640877e-05
,most,of,2,3.863614411281754e-05
,mr,<s>,10,0.00019318072056408772
,mrs,<s>,2,3.863614411281754e-05
,mumble,<s>,1,1.931807205640877e-05
,mumbled,miss,1,1.931807205640877e-05
,mumbles,bent,1,1.931807205640877e-05
,murmured,jordan,2,3.863614411281754e-05
,muttered,gatsby,1,1.931807205640877e-05
,muttered,tom,1,1.931807205640877e-05
,my,<s>,2,3.863614411281754e-05
,my,aunt,1,1.931807205640877e-05
,my,house,1,1.931807205640877e-05
,my,own,1,1.931807205640877e-05
,my,voice,1,1.931807205640877e-05
,my,wife,1,1.931807205640877e-05
,myrtle,raised,1,1.931807205640877e-05
,myrtlell,be,1,1.931807205640877e-05
,never,had,1,1.931807205640877e-05
,nevertheless,there,1,1.931807205640877e-05
,new,<s>,1,1.931807205640877e-05
,next,day,1,1.931807205640877e-05
,next,to,1,1.931807205640877e-05
,nick,,1,1.931807205640877e-05
,nick,<s>,1,1.931807205640877e-05
,no,amount,1,1.931807205640877e-05
,no,but,1,1.931807205640877e-05
,no,hes,1,1.931807205640877e-05
,no,i,1,1.931807205640877e-05
,no,more,1,1.931807205640877e-05
,no,one,2,3.863614411281754e-05
,no,thanks,1,1.931807205640877e-05
,no,wasting,1,1.931807205640877e-05
,no,we,1,1.931807205640877e-05
,nobody,came,1,1.931807205640877e-05
,nobody,forced,1,1.931807205640877e-05
,nobody,from,1,1.931807205640877e-05
,nobody,wants,1,1.931807205640877e-05
,nogatsby,turned,1,1.931807205640877e-05
,not,even,1,1.931807205640877e-05
,not,only,1,1.931807205640877e-05
,nothing,at,1,1.931807205640877e-05
,now,and,1,1.931807205640877e-05
,now,he,1,1.931807205640877e-05
,now,i,1,1.931807205640877e-05
,now,in,1,1.931807205640877e-05
,now,it,2,3.863614411281754e-05
,nowadays,people,1,1.931807205640877e-05
,objected,daisy,1,1.931807205640877e-05
,objected,jordan,1,1.931807205640877e-05
,objected,tom,2,3.863614411281754e-05
,occasionally,a,1,1.931807205640877e-05
,of,<s>,1,1.931807205640877e-05
,of,a,1,1.931807205640877e-05
,of,course,3,5.795421616922631e-05
,of,theatrical,1,1.931807205640877e-05
,oh,ga,1,1.931807205640877e-05
,oh,god,1,1.931807205640877e-05
,oh,i,1,1.931807205640877e-05
,oh,is,1,1.931807205640877e-05
,oh,my,2,3.863614411281754e-05
,oh,please,1,1.931807205640877e-05
,oh,the,1,1.931807205640877e-05
,olafs,in,1,1.931807205640877e-05
,old,<s>,1,1.931807205640877e-05
,old,grocery,1,1.931807205640877e-05
,old,men,1,1.931807205640877e-05
,old,sport,1,1.931807205640877e-05
,on,<s>,2,3.863614411281754e-05
,on,a,1,1.931807205640877e-05
,on,buffet,1,1.931807205640877e-05
,on,the,3,5.795421616922631e-05
,on,weekends,1,1.931807205640877e-05
,once,he,2,3.863614411281754e-05
,once,in,2,3.863614411281754e-05
,once,more,1,1.931807205640877e-05
,once,there,1,1.931807205640877e-05
,one,autumn,1,1.931807205640877e-05
,one,night,1,1.931807205640877e-05
,one,of,6,0.00011590843233845262
,one,time,1,1.931807205640877e-05
,only,gatsby,1,1.931807205640877e-05
,only,gradually,1,1.931807205640877e-05
,only,the,1,1.931807205640877e-05
,only,wind,1,1.931807205640877e-05
,open,at,1,1.931807205640877e-05
,or,did,1,1.931807205640877e-05
,or,perhaps,1,1.931807205640877e-05
,or,present,1,1.931807205640877e-05
,or,rather,1,1.931807205640877e-05
,or,something,1,1.931807205640877e-05
,or,swallowed,1,1.931807205640877e-05
,orderi,di,1,1.931807205640877e-05
,our,<s>,1,1.931807205640877e-05
,our,white,1,1.931807205640877e-05
,out,of,1,1.931807205640877e-05
,over,the,1,1.931807205640877e-05
,owl,eyes,1,1.931807205640877e-05
,p,<s>,2,3.863614411281754e-05
,pages,<s>,1,1.931807205640877e-05
,palmetto,who,1,1.931807205640877e-05
,paul,railroad,1,1.931807205640877e-05
,people,<s>,2,3.863614411281754e-05
,people,were,1,1.931807205640877e-05
,perhaps,because,1,1.931807205640877e-05
,perhaps,daisy,1,1.931807205640877e-05
,perhaps,his,1,1.931807205640877e-05
,perhaps,i,1,1.931807205640877e-05
,perhaps,it,1,1.931807205640877e-05
,perhaps,my,1,1.931807205640877e-05
,perhaps,their,1,1.931807205640877e-05
,phone,book,1,1.931807205640877e-05
,play,<s>,1,1.931807205640877e-05
,please,come,2,3.863614411281754e-05
,please,have,1,1.931807205640877e-05
,please,lets,1,1.931807205640877e-05
,possibly,it,1,1.931807205640877e-05
,precisely,at,1,1.931807205640877e-05
,probably,it,1,1.931807205640877e-05
,pursued,mrs,1,1.931807205640877e-05
,put,her,1,1.931807205640877e-05
,ran,the,1,1.931807205640877e-05
,reach,me,1,1.931807205640877e-05
,read,one,1,1.931807205640877e-05
,remarked,<s>,1,1.931807205640877e-05
,remarked,gatsby,1,1.931807205640877e-05
,remarked,jordan,1,1.931807205640877e-05
,remarked,mrs,1,1.931807205640877e-05
,repeated,tom,2,3.863614411281754e-05
,repeated,wilson,1,1.931807205640877e-05
,reserving,judgements,1,1.931807205640877e-05
,resumed,catherine,1,1.931807205640877e-05
,right,off,1,1.931807205640877e-05
,roared,the,1,1.931807205640877e-05
,rockefeller,<s>,1,1.931807205640877e-05
,said,another,1,1.931807205640877e-05
,said,catherine,1,1.931807205640877e-05
,said,daisy,10,0.00019318072056408772
,said,gatsby,15,0.0002897710808461316
,said,his,1,1.931807205640877e-05
,said,jordan,4,7.727228822563508e-05
,said,michaelis,1,1.931807205640877e-05
,said,miss,2,3.863614411281754e-05
,said,mr,8,0.00015454457645127016
,said,mrs,1,1.931807205640877e-05
,said,myrtle,2,3.863614411281754e-05
,said,one,2,3.863614411281754e-05
,said,owl,1,1.931807205640877e-05
,said,the,7,0.0001352265043948614
,said,tom,23,0.0004443156572974017
,said,wilson,4,7.727228822563508e-05
,save,5,1,1.931807205640877e-05
,say,<s>,1,1.931807205640877e-05
,says,rosy,1,1.931807205640877e-05
,schraeders,and,1,1.931807205640877e-05
,schwartz,the,1,1.931807205640877e-05
,see,how,1,1.931807205640877e-05
,see,you,1,1.931807205640877e-05
,several,old,1,1.931807205640877e-05
,she,<s>,4,7.727228822563508e-05
,she,admitted,1,1.931807205640877e-05
,she,announced,1,1.931807205640877e-05
,she,answered,3,5.795421616922631e-05
,she,asked,4,7.727228822563508e-05
,she,began,1,1.931807205640877e-05
,she,begged,1,1.931807205640877e-05
,she,broke,1,1.931807205640877e-05
,she,called,1,1.931807205640877e-05
,she,came,1,1.931807205640877e-05
,she,complained,3,5.795421616922631e-05
,she,convinced,1,1.931807205640877e-05
,she,couldnt,1,1.931807205640877e-05
,she,cried,6,0.00011590843233845262
,she,crooned,1,1.931807205640877e-05
,she,declared,1,1.931807205640877e-05
,she,denied,1,1.931807205640877e-05
,she,didnt,3,5.795421616922631e-05
,she,exclaimed,2,3.863614411281754e-05
,she,explained,2,3.863614411281754e-05
,she,gasped,1,1.931807205640877e-05
,she,goes,1,1.931807205640877e-05
,she,groped,1,1.931807205640877e-05
,she,had,4,7.727228822563508e-05
,she,hesitated,1,1.931807205640877e-05
,she,hinted,1,1.931807205640877e-05
,she,inquired,2,3.863614411281754e-05
,she,insisted,4,7.727228822563508e-05
,she,interrupted,1,1.931807205640877e-05
,she,knew,1,1.931807205640877e-05
,she,looked,5,9.659036028204386e-05
,she,looks,1,1.931807205640877e-05
,she,lowered,1,1.931807205640877e-05
,she,murmured,1,1.931807205640877e-05
,she,must,2,3.863614411281754e-05
,she,muttered,1,1.931807205640877e-05
,she,objected,1,1.931807205640877e-05
,she,often,1,1.931807205640877e-05
,she,only,1,1.931807205640877e-05
,she,ordered,1,1.931807205640877e-05
,she,ran,1,1.931807205640877e-05
,she,remarked,2,3.863614411281754e-05
,she,repeated,2,3.863614411281754e-05
,she,responded,1,1.931807205640877e-05
,she,said,20,0.00038636144112817543
,she,saidbut,1,1.931807205640877e-05
,she,saw,1,1.931807205640877e-05
,she,showed,1,1.931807205640877e-05
,she,smiled,1,1.931807205640877e-05
,she,snapped,1,1.931807205640877e-05
,she,sobbed,1,1.931807205640877e-05
,she,stood,1,1.931807205640877e-05
,she,suggested,1,1.931807205640877e-05
,she,thought,1,1.931807205640877e-05
,she,told,3,5.795421616922631e-05
,she,took,1,1.931807205640877e-05
,she,tried,1,1.931807205640877e-05
,she,turned,4,7.727228822563508e-05
,she,urged,2,3.863614411281754e-05
,she,used,2,3.863614411281754e-05
,she,vanished,1,1.931807205640877e-05
,she,wanted,1,1.931807205640877e-05
,she,was,10,0.00019318072056408772
,she,went,3,5.795421616922631e-05
,she,whispered,4,7.727228822563508e-05
,she,yawned,1,1.931807205640877e-05
,shell,give,1,1.931807205640877e-05
,shell,see,1,1.931807205640877e-05
,shes,<s>,1,1.931807205640877e-05
,shes,a,1,1.931807205640877e-05
,shes,all,1,1.931807205640877e-05
,shes,going,1,1.931807205640877e-05
,shes,got,1,1.931807205640877e-05
,shes,locked,1,1.931807205640877e-05
,shes,never,1,1.931807205640877e-05
,shes,said,1,1.931807205640877e-05
,shes,three,1,1.931807205640877e-05
,shouted,mrs,1,1.931807205640877e-05
,sigourney,howard,1,1.931807205640877e-05
,simply,amazing,1,1.931807205640877e-05
,sitting,down,1,1.931807205640877e-05
,sitting,on,1,1.931807205640877e-05
,sloane,and,1,1.931807205640877e-05
,sloane,didnt,1,1.931807205640877e-05
,sloane,got,1,1.931807205640877e-05
,sloane,had,1,1.931807205640877e-05
,sloane,murmured,1,1.931807205640877e-05
,sloane,to,1,1.931807205640877e-05
,sloane,wanted,1,1.931807205640877e-05
,sloane,without,1,1.931807205640877e-05
,slowly,the,1,1.931807205640877e-05
,snapped,the,1,1.931807205640877e-05
,snapped,tom,1,1.931807205640877e-05
,snell,was,1,1.931807205640877e-05
,snorted,tom,1,1.931807205640877e-05
,so,<s>,1,1.931807205640877e-05
,so,by,1,1.931807205640877e-05
,so,did,1,1.931807205640877e-05
,so,everything,1,1.931807205640877e-05
,so,he,3,5.795421616922631e-05
,so,i,3,5.795421616922631e-05
,so,my,1,1.931807205640877e-05
,so,when,1,1.931807205640877e-05
,so,wilson,1,1.931807205640877e-05
,some,big,1,1.931807205640877e-05
,some,coat,1,1.931807205640877e-05
,some,little,1,1.931807205640877e-05
,some,man,1,1.931807205640877e-05
,some,sensation,1,1.931807205640877e-05
,some,time,2,3.863614411281754e-05
,some,weather,1,1.931807205640877e-05
,somebody,fainted,1,1.931807205640877e-05
,somebody,told,1,1.931807205640877e-05
,someone,explained,1,1.931807205640877e-05
,someone,kind,1,1.931807205640877e-05
,someone,with,1,1.931807205640877e-05
,something,in,1,1.931807205640877e-05
,something,made,1,1.931807205640877e-05
,something,was,2,3.863614411281754e-05
,sometimes,a,1,1.931807205640877e-05
,sometimes,in,2,3.863614411281754e-05
,sometimes,they,1,1.931807205640877e-05
,sometimes,too,1,1.931807205640877e-05
,son,of,1,1.931807205640877e-05
,sophisticatedgod,im,1,1.931807205640877e-05
,sorry,you,1,1.931807205640877e-05
,stand,up,1,1.931807205640877e-05
,still,later,1,1.931807205640877e-05
,such,a,1,1.931807205640877e-05
,suddenly,he,1,1.931807205640877e-05
,suddenly,i,1,1.931807205640877e-05
,suddenly,she,2,3.863614411281754e-05
,suddenly,with,1,1.931807205640877e-05
,suggested,<s>,1,1.931807205640877e-05
,suggested,gatsby,2,3.863614411281754e-05
,suggested,miss,1,1.931807205640877e-05
,suppose,tom,1,1.931807205640877e-05
,supposed,that,1,1.931807205640877e-05
,take,em,1,1.931807205640877e-05
,taking,a,1,1.931807205640877e-05
,taking,out,2,3.863614411281754e-05
,tell,em,1,1.931807205640877e-05
,tell,him,2,3.863614411281754e-05
,tell,them,1,1.931807205640877e-05
,tell,your,1,1.931807205640877e-05
,that,<s>,1,1.931807205640877e-05
,that,dog,1,1.931807205640877e-05
,that,dogs,1,1.931807205640877e-05
,that,fellow,1,1.931807205640877e-05
,that,girl,1,1.931807205640877e-05
,that,request,1,1.931807205640877e-05
,that,was,3,5.795421616922631e-05
,that,yellow,1,1.931807205640877e-05
,thats,<s>,2,3.863614411281754e-05
,thats,a,2,3.863614411281754e-05
,thats,good,1,1.931807205640877e-05
,thats,mr,1,1.931807205640877e-05
,thats,my,1,1.931807205640877e-05
,thats,one,1,1.931807205640877e-05
,thats,what,1,1.931807205640877e-05
,thats,why,3,5.795421616922631e-05
,the,<s>,6,0.00011590843233845262
,the,abnormal,1,1.931807205640877e-05
,the,afternoon,1,1.931807205640877e-05
,the,arrangement,1,1.931807205640877e-05
,the,bar,1,1.931807205640877e-05
,the,blind,1,1.931807205640877e-05
,the,bored,1,1.931807205640877e-05
,the,butler,1,1.931807205640877e-05
,the,carraways,1,1.931807205640877e-05
,the,cars,1,1.931807205640877e-05
,the,city,1,1.931807205640877e-05
,the,crowdit,1,1.931807205640877e-05
,the,dancies,1,1.931807205640877e-05
,the,day,2,3.863614411281754e-05
,the,door,1,1.931807205640877e-05
,the,drawing,1,1.931807205640877e-05
,the,electric,1,1.931807205640877e-05
,the,eyes,1,1.931807205640877e-05
,the,fact,1,1.931807205640877e-05
,the,familiar,1,1.931807205640877e-05
,the,friends,1,1.931807205640877e-05
,the,front,1,1.931807205640877e-05
,the,gardener,1,1.931807205640877e-05
,the,girl,1,1.931807205640877e-05
,the,grocery,1,1.931807205640877e-05
,the,groups,1,1.931807205640877e-05
,the,hall,1,1.931807205640877e-05
,the,herseys,1,1.931807205640877e-05
,the,honour,1,1.931807205640877e-05
,the,idea,1,1.931807205640877e-05
,the,immediate,1,1.931807205640877e-05
,the,incident,1,1.931807205640877e-05
,the,intense,1,1.931807205640877e-05
,the,lamplight,1,1.931807205640877e-05
,the,last,1,1.931807205640877e-05
,the,lawn,2,3.863614411281754e-05
,the,letter,1,1.931807205640877e-05
,the,living,1,1.931807205640877e-05
,the,minister,1,1.931807205640877e-05
,the,moon,1,1.931807205640877e-05
,the,most,1,1.931807205640877e-05
,the,mouth,1,1.931807205640877e-05
,the,murmur,1,1.931807205640877e-05
,the,name,1,1.931807205640877e-05
,the,night,1,1.931807205640877e-05
,the,none,1,1.931807205640877e-05
,the,nurse,1,1.931807205640877e-05
,the,officer,1,1.931807205640877e-05
,the,one,1,1.931807205640877e-05
,the,only,3,5.795421616922631e-05
,the,party,1,1.931807205640877e-05
,the,pebbles,1,1.931807205640877e-05
,the,picture,1,1.931807205640877e-05
,the,police,1,1.931807205640877e-05
,the,polo,1,1.931807205640877e-05
,the,pompadour,1,1.931807205640877e-05
,the,quiet,1,1.931807205640877e-05
,the,rain,1,1.931807205640877e-05
,the,schultzes,1,1.931807205640877e-05
,the,second,1,1.931807205640877e-05
,the,shadow,1,1.931807205640877e-05
,the,sharp,1,1.931807205640877e-05
,the,silhouette,1,1.931807205640877e-05
,the,smile,1,1.931807205640877e-05
,the,straw,1,1.931807205640877e-05
,the,supercilious,1,1.931807205640877e-05
,the,tears,1,1.931807205640877e-05
,the,telephone,1,1.931807205640877e-05
,the,thing,1,1.931807205640877e-05
,the,third,1,1.931807205640877e-05
,the,three,1,1.931807205640877e-05
,the,touch,1,1.931807205640877e-05
,the,transition,1,1.931807205640877e-05
,the,trouble,1,1.931807205640877e-05
,the,truth,1,1.931807205640877e-05
,the,vague,1,1.931807205640877e-05
,the,very,1,1.931807205640877e-05
,the,voice,1,1.931807205640877e-05
,the,wicker,1,1.931807205640877e-05
,the,wind,1,1.931807205640877e-05
,the,wives,1,1.931807205640877e-05
,the,woman,2,3.863614411281754e-05
,their,house,1,1.931807205640877e-05
,then,<s>,1,1.931807205640877e-05
,then,a,1,1.931807205640877e-05
,then,as,2,3.863614411281754e-05
,then,for,1,1.931807205640877e-05
,then,from,1,1.931807205640877e-05
,then,he,9,0.00017386264850767892
,then,i,6,0.00011590843233845262
,then,in,1,1.931807205640877e-05
,then,it,1,1.931807205640877e-05
,then,mr,1,1.931807205640877e-05
,then,new,1,1.931807205640877e-05
,then,out,1,1.931807205640877e-05
,then,she,4,7.727228822563508e-05
,then,suddenly,1,1.931807205640877e-05
,then,taking,1,1.931807205640877e-05
