,term_str,pos_max,count,n,num,stop,stem_porter,stem_snowball,stem_lancaster
502,bench,NN,2,2,0,0,bench,bench,bench
503,bend,NN,2,2,0,0,bend,bend,bend
504,bending,VBG,2,3,0,0,bend,bend,bend
505,bendthen,NN,1,1,0,0,bendthen,bendthen,bendth
506,beneath,IN,3,6,0,0,beneath,beneath,benea
507,benediction,NN,2,2,0,0,benedict,benedict,benedict
508,benny,NNP,1,1,0,0,benni,benni,benny
509,bent,VBD,2,4,0,0,bent,bent,bent
510,beside,IN,18,21,0,0,besid,besid,besid
511,besides,IN,1,2,0,0,besid,besid,besid
512,best,JJS,7,7,0,0,best,best,best
513,bet,NN,1,1,0,0,bet,bet,bet
514,betrayed,VBD,1,1,0,0,betray,betray,betray
515,better,JJR,11,18,0,0,better,better,bet
516,betting,NN,1,1,0,0,bet,bet,bet
517,betty,NNP,1,1,0,0,betti,betti,betty
518,between,IN,24,24,0,1,between,between,between
519,bewilderment,NN,1,1,0,0,bewilder,bewilder,bewild
520,bewill,VB,1,1,0,0,bewil,bewil,bewil
521,bewitched,VBN,1,1,0,0,bewitch,bewitch,bewitch
522,beyond,IN,11,11,0,0,beyond,beyond,beyond
523,bid,VB,1,1,0,0,bid,bid,bid
524,big,JJ,18,19,0,0,big,big,big
525,bigger,JJR,1,1,0,0,bigger,bigger,big
526,bill,NN,1,2,0,0,bill,bill,bil
527,billow,NN,1,1,0,0,billow,billow,billow
528,biloxi,NNP,9,9,0,0,biloxi,biloxi,bilox
529,bird,NN,2,3,0,0,bird,bird,bird
530,birds,NNS,1,1,0,0,bird,bird,bird
531,birth,NN,1,1,0,0,birth,birth,bir
532,birthday,NN,1,1,0,0,birthday,birthday,birthday
533,biscuit,NNP,1,1,0,0,biscuit,biscuit,biscuit
534,biscuits,NNS,1,1,0,0,biscuit,biscuit,biscuit
535,biscuitsone,NN,1,1,0,0,biscuitson,biscuitson,biscuitson
536,bit,NN,3,4,0,0,bit,bit,bit
537,bitch,NN,1,1,0,0,bitch,bitch,bitch
538,bite,VB,1,1,0,0,bite,bite,bit
539,bitter,JJ,1,1,0,0,bitter,bitter,bit
540,bitterly,RB,1,1,0,0,bitterli,bitter,bit
541,bizarre,NN,2,3,0,0,bizarr,bizarr,bizar
542,black,JJ,11,11,0,0,black,black,black
543,blackbuck,NNP,1,1,0,0,blackbuck,blackbuck,blackbuck
544,blackwell,NNP,1,1,0,0,blackwel,blackwel,blackwel
545,blame,NN,1,1,0,0,blame,blame,blam
546,blanket,NN,2,2,0,0,blanket,blanket,blanket
547,blankets,NNS,1,1,0,0,blanket,blanket,blanket
548,blankly,RB,3,4,0,0,blankli,blank,blank
549,blazed,VBD,1,1,0,0,blaze,blaze,blaz
550,blazers,NNS,1,1,0,0,blazer,blazer,blaz
551,blazing,NN,1,2,0,0,blaze,blaze,blaz
552,bleak,NN,1,1,0,0,bleak,bleak,bleak
553,bleared,JJ,1,1,0,0,blear,blear,blear
554,bleeding,VBG,1,1,0,0,bleed,bleed,blee
555,blessed,JJ,2,4,0,0,bless,bless,bless
556,blew,VBD,4,7,0,0,blew,blew,blew
557,blind,NN,3,5,0,0,blind,blind,blind
558,blinded,VBN,1,1,0,0,blind,blind,blind
559,blinding,VBG,1,1,0,0,blind,blind,blind
560,blindly,RB,1,1,0,0,blindli,blind,blind
561,blindness,NN,1,1,0,0,blind,blind,blind
562,blinds,NNS,2,2,0,0,blind,blind,blind
563,blink,VB,1,1,0,0,blink,blink,blink
564,blinking,VBG,1,1,0,0,blink,blink,blink
565,block,NN,2,2,0,0,block,block,block
566,blocked,VBD,2,2,0,0,block,block,block
567,blocking,VBG,1,1,0,0,block,block,block
568,blocks,NNS,1,2,0,0,block,block,block
569,blond,NN,2,2,0,0,blond,blond,blond
570,blood,NN,1,1,0,0,blood,blood,blood
571,bloody,JJ,1,1,0,0,bloodi,bloodi,bloody
572,bloomed,VBD,3,3,0,0,bloom,bloom,bloom
573,blooms,NNS,1,1,0,0,bloom,bloom,bloom
574,blossomed,VBD,1,1,0,0,blossom,blossom,blossom
575,blossoms,NNS,1,1,0,0,blossom,blossom,blossom
576,blot,NN,1,1,0,0,blot,blot,blot
577,blow,VB,1,1,0,0,blow,blow,blow
578,blowing,VBG,1,1,0,0,blow,blow,blow
579,blown,VBN,4,4,0,0,blown,blown,blown
580,blows,VBZ,1,1,0,0,blow,blow,blow
581,blue,JJ,15,21,0,0,blue,blue,blu
582,blues,NNP,1,1,0,0,blue,blue,blu
583,blurred,JJ,3,3,0,0,blur,blur,blur
584,blurted,VBD,1,1,0,0,blurt,blurt,blurt
585,board,NN,1,1,0,0,board,board,board
586,boarder,NN,2,2,0,0,boarder,boarder,board
587,boasting,VBG,1,1,0,0,boast,boast,boast
588,boat,NN,4,4,0,0,boat,boat,boat
589,boats,NNS,1,1,0,0,boat,boat,boat
590,bob,NN,2,2,0,0,bob,bob,bob
591,bobbed,NNS,1,1,0,0,bob,bob,bob
592,body,NN,19,19,0,0,bodi,bodi,body
593,bodyhe,NN,1,1,0,0,bodyh,bodyh,bodyh
594,bois,NNP,1,1,0,0,boi,boi,boi
595,boisterously,RB,1,1,0,0,boister,boister,boist
596,bonafide,JJ,2,2,0,0,bonafid,bonafid,bonafid
597,bond,NN,4,4,0,0,bond,bond,bond
598,bonds,NNS,3,3,0,0,bond,bond,bond
599,bondsalesmen,NNS,1,1,0,0,bondsalesmen,bondsalesmen,bondsalesm
600,bonnet,NN,1,1,0,0,bonnet,bonnet,bonnet
601,book,NN,14,14,0,0,book,book,book
602,bookcases,NNS,1,1,0,0,bookcas,bookcas,bookcas
603,books,NNS,7,7,0,0,book,book,book
604,bookshelves,NNS,1,1,0,0,bookshelv,bookshelv,bookshelv
605,boom,NN,2,2,0,0,boom,boom,boom
606,bootlegger,NN,3,3,0,0,bootlegg,bootlegg,bootleg
607,bootleggers,NNS,1,1,0,0,bootlegg,bootlegg,bootleg
608,boots,NNS,3,3,0,0,boot,boot,boot
609,border,NN,1,1,0,0,border,border,bord
610,bordered,VBD,1,1,0,0,border,border,bord
611,bore,VBD,1,3,0,0,bore,bore,bor
612,bored,JJ,2,3,0,0,bore,bore,bor
613,boredom,NN,1,1,0,0,boredom,boredom,boredom
614,bores,NNS,1,1,0,0,bore,bore,bor
615,born,VBN,1,1,0,0,born,born,born
616,borne,JJ,1,1,0,0,born,born,born
617,borough,NN,1,1,0,0,borough,borough,borough
618,borrowed,VBD,2,3,0,0,borrow,borrow,borrow
619,bosom,NN,1,1,0,0,bosom,bosom,bosom
620,boston,NNP,1,1,0,0,boston,boston,boston
621,both,DT,13,13,0,1,both,both,both
622,bother,JJR,1,3,0,0,bother,bother,both
623,bothered,VBN,1,1,0,0,bother,bother,both
624,bothering,VBG,2,2,0,0,bother,bother,both
625,bottle,NN,6,6,0,0,bottl,bottl,bottl
626,bottles,NNS,1,1,0,0,bottl,bottl,bottl
627,bottom,NN,1,1,0,0,bottom,bottom,bottom
628,bought,VBD,14,16,0,0,bought,bought,bought
629,boulogne,NNP,1,1,0,0,boulogn,boulogn,boulogn
630,bounced,VBD,1,1,0,0,bounc,bounc,bount
631,bound,VBN,2,4,0,0,bound,bound,bound
632,bounded,VBN,1,1,0,0,bound,bound,bound
633,bow,NN,2,2,0,0,bow,bow,bow
634,bowl,NNP,1,1,0,0,bowl,bowl,bowl
635,box,NN,2,2,0,0,box,box,box
636,boxesthat,WP,1,1,0,0,boxesthat,boxesthat,boxesth
637,boy,NN,13,13,0,0,boy,boy,boy
638,boys,NNS,4,4,0,0,boy,boy,boy
639,brace,NN,1,1,0,0,brace,brace,brac
640,bracelets,NNS,1,1,0,0,bracelet,bracelet,bracelet
641,bracing,NN,1,1,0,0,brace,brace,brac
642,braided,VBD,1,1,0,0,braid,braid,braid
643,brain,NN,3,3,0,0,brain,brain,brain
644,brake,NN,1,1,0,0,brake,brake,brak
645,brakes,NNS,3,3,0,0,brake,brake,brak
646,brand,NN,1,1,0,0,brand,brand,brand
647,brass,NN,2,2,0,0,brass,brass,brass
648,brave,NN,1,2,0,0,brave,brave,brav
649,break,NN,1,2,0,0,break,break,break
650,breakfast,NN,4,4,0,0,breakfast,breakfast,breakfast
651,breaking,VBG,4,4,0,0,break,break,break
652,breast,NN,2,2,0,0,breast,breast,breast
653,breath,NN,9,9,0,0,breath,breath,brea
654,breathe,NN,1,1,0,0,breath,breath,breath
655,breathgiving,JJ,1,1,0,0,breathgiv,breathgiv,breathg
656,breathing,VBG,2,3,0,0,breath,breath,breath
657,breathless,NN,3,3,0,0,breathless,breathless,breathless
658,breathlessly,RB,3,3,0,0,breathlessli,breathless,breathless
659,breaths,NNS,1,1,0,0,breath,breath,breath
660,breed,NN,1,1,0,0,breed,breed,bree
661,breeding,NN,2,2,0,0,breed,breed,bree
662,breeze,NN,3,3,0,0,breez,breez,breez
663,brewer,NN,1,2,0,0,brewer,brewer,brew
664,bribed,VBN,1,1,0,0,bribe,bribe,brib
665,brick,NN,5,5,0,0,brick,brick,brick
666,bricks,NNS,1,1,0,0,brick,brick,brick
667,bridal,NN,1,1,0,0,bridal,bridal,brid
668,bridesmaid,NN,1,1,0,0,bridesmaid,bridesmaid,bridesmaid
669,bridge,NN,4,6,0,0,bridg,bridg,bridg
670,briefcase,NN,1,1,0,0,briefcas,briefcas,briefcas
671,briefly,NN,1,1,0,0,briefli,briefli,brief
672,brien,NNP,1,1,0,0,brien,brien,bri
673,bright,JJ,11,16,0,0,bright,bright,bright
674,brighter,NN,1,1,0,0,brighter,brighter,bright
675,brightness,NN,1,1,0,0,bright,bright,bright
676,brilliant,JJ,1,1,0,0,brilliant,brilliant,bril
677,bring,NN,2,4,0,0,bring,bring,bring
678,bringing,VBG,2,2,0,0,bring,bring,bring
679,brisk,JJ,2,2,0,0,brisk,brisk,brisk
680,brittle,NN,1,1,0,0,brittl,brittl,brittl
681,broad,JJ,4,4,0,0,broad,broad,broad
682,broadway,NNP,4,4,0,0,broadway,broadway,broadway
683,broiling,VBG,1,1,0,0,broil,broil,broil
684,broke,VBD,22,23,0,0,broke,broke,brok
685,broken,VBN,4,9,0,0,broken,broken,brok
686,brokenshe,NN,1,1,0,0,brokensh,brokensh,brokensh
687,brood,NN,1,1,0,0,brood,brood,brood
688,brooded,VBD,1,1,0,0,brood,brood,brood
689,brooding,VBG,1,1,0,0,brood,brood,brood
690,brook,NNP,1,1,0,0,brook,brook,brook
691,brothel,NN,1,1,0,0,brothel,brothel,brothel
692,brother,NN,3,3,0,0,brother,brother,broth
693,brothers,NNS,1,1,0,0,brother,brother,broth
694,brought,VBD,12,18,0,0,brought,brought,brought
695,brow,NN,1,1,0,0,brow,brow,brow
696,brown,JJ,4,7,0,0,brown,brown,brown
697,bruised,VBD,1,1,0,0,bruis,bruis,bru
698,brush,NN,1,1,0,0,brush,brush,brush
699,brushed,VBD,2,2,0,0,brush,brush,brush
700,brutality,NN,1,1,0,0,brutal,brutal,brut
701,brute,NN,1,1,0,0,brute,brute,brut
702,buccleuch,JJ,1,1,0,0,buccleuch,buccleuch,buccleuch
703,buchanan,NNP,22,22,0,0,buchanan,buchanan,buch
704,buchanans,NNPS,1,3,0,0,buchanan,buchanan,buch
705,bucks,NNS,1,1,0,0,buck,buck,buck
706,buffet,NN,1,1,0,0,buffet,buffet,buffet
707,bug,NN,1,1,0,0,bug,bug,bug
708,build,VB,1,1,0,0,build,build,build
709,building,NN,1,1,0,0,build,build,build
710,buildings,NNS,1,1,0,0,build,build,build
711,built,VBN,2,3,0,0,built,built,built
712,bulbous,JJ,1,1,0,0,bulbou,bulbous,bulb
713,bulkiness,NN,1,1,0,0,bulki,bulki,bulky
714,bull,NNP,1,1,0,0,bull,bull,bul
715,bum,NN,1,1,0,0,bum,bum,bum
716,bumming,VBG,1,1,0,0,bum,bum,bum
717,bumped,VBD,1,1,0,0,bump,bump,bump
718,bunch,NN,2,2,0,0,bunch,bunch,bunch
719,bundled,VBN,1,1,0,0,bundl,bundl,bundl
720,bungalow,NN,1,1,0,0,bungalow,bungalow,bungalow
721,bunsen,NNP,1,1,0,0,bunsen,bunsen,buns
722,buoyed,VBN,1,1,0,0,buoy,buoy,buoy
723,burden,NN,2,2,0,0,burden,burden,burd
724,bureau,NN,2,2,0,0,bureau,bureau,bureau
725,bureaugatsby,NN,1,1,0,0,bureaugatsbi,bureaugatsbi,bureaugatsby
726,burglar,JJ,1,1,0,0,burglar,burglar,burgl
727,burn,NN,1,1,0,0,burn,burn,burn
728,burning,NN,1,2,0,0,burn,burn,burn
729,burns,VBZ,1,1,0,0,burn,burn,burn
730,burst,NN,3,3,0,0,burst,burst,burst
731,bursts,NNS,2,2,0,0,burst,burst,burst
732,bushes,NNS,1,1,0,0,bush,bush,bush
733,business,NN,18,18,0,0,busi,busi,busy
734,bust,NN,1,1,0,0,bust,bust,bust
735,bustle,NN,1,1,0,0,bustl,bustl,bustl
736,busy,JJ,2,2,0,0,busi,busi,busy
737,but,CC,238,241,0,1,but,but,but
738,butler,NN,20,20,0,0,butler,butler,butl
739,button,NN,2,2,0,0,button,button,button
740,buttons,NNS,2,2,0,0,button,button,button
741,buttonsrid,NN,1,1,0,0,buttonsrid,buttonsrid,buttonsrid
742,buy,VB,8,8,0,0,buy,buy,buy
743,buys,VBZ,1,1,0,0,buy,buy,buy
744,by,IN,122,122,0,1,by,by,by
745,bystanders,NNS,1,1,0,0,bystand,bystand,bystand
746,c,NNP,1,1,0,0,c,c,c
747,cab,NN,1,1,0,0,cab,cab,cab
748,cabinets,NNS,1,1,0,0,cabinet,cabinet,cabinet
749,caddy,NN,1,1,0,0,caddi,caddi,caddy
750,cadet,NN,1,1,0,0,cadet,cadet,cadet
751,cafés,NN,1,1,0,0,café,café,café
752,cahoots,NNS,1,1,0,0,cahoot,cahoot,cahoot
753,cake,NN,1,1,0,0,cake,cake,cak
754,cakes,VBZ,1,2,0,0,cake,cake,cak
755,california,NNP,1,1,0,0,california,california,californ
756,call,VB,10,18,0,0,call,call,cal
757,called,VBD,20,29,0,0,call,call,cal
758,calling,VBG,8,8,0,0,call,call,cal
759,calmly,NN,2,3,0,0,calmli,calm,calm
760,calmness,NN,1,1,0,0,calm,calm,calm
761,came,VBD,108,108,0,0,came,came,cam
762,camp,NNP,2,3,0,0,camp,camp,camp
763,can,MD,66,66,0,1,can,can,can
764,canada,NNP,1,1,0,0,canada,canada,canad
765,canal,NNP,1,1,0,0,canal,canal,can
766,candles,NNS,3,3,0,0,candl,candl,candl
767,cannes,NNP,1,1,0,0,cann,cann,can
768,canvas,NN,5,5,0,0,canva,canva,canva
769,cap,NN,3,3,0,0,cap,cap,cap
770,capable,JJ,2,2,0,0,capabl,capabl,cap
771,capacities,NNS,1,1,0,0,capac,capac,capac
772,capacity,NN,2,2,0,0,capac,capac,capac
773,capacitywhile,NN,1,1,0,0,capacitywhil,capacitywhil,capacitywhil
774,capes,NNS,1,1,0,0,cape,cape,cap
775,capitalists,NNS,1,1,0,0,capitalist,capitalist,capit
776,capitals,NNS,1,1,0,0,capit,capit,capit
777,captain,NN,1,1,0,0,captain,captain,captain
778,car,NN,73,73,0,0,car,car,car
779,caramelcoloured,JJ,1,1,0,0,caramelcolour,caramelcolour,caramelcolo
780,caravansary,NN,1,1,0,0,caravansari,caravansari,caravans
781,card,NN,4,4,0,0,card,card,card
782,cardboard,NN,2,2,0,0,cardboard,cardboard,cardboard
783,cardinal,JJ,1,1,0,0,cardin,cardin,cardin
784,care,NN,12,14,0,0,care,care,car
785,cared,VBN,2,3,0,0,care,care,car
786,career,NN,1,1,0,0,career,career,car
787,careerwhen,NN,1,1,0,0,careerwhen,careerwhen,careerwh
788,careful,JJ,3,3,0,0,care,care,car
789,carefully,RB,1,1,0,0,care,care,car
790,careless,JJ,4,5,0,0,careless,careless,careless
791,carelessly,RB,1,1,0,0,carelessli,careless,careless
792,carelessness,NN,1,1,0,0,careless,careless,careless
793,cares,NNS,1,1,0,0,care,care,car
794,carlo,NNP,2,2,0,0,carlo,carlo,carlo
795,carnegie,NNP,1,1,0,0,carnegi,carnegi,carnegy
796,carpet,NN,2,2,0,0,carpet,carpet,carpet
797,carraway,NNP,10,10,0,0,carraway,carraway,carraway
798,carraways,NNPS,1,1,0,0,carraway,carraway,carraway
799,carriage,NN,1,1,0,0,carriag,carriag,carry
800,carriages,NNS,2,2,0,0,carriag,carriag,carry
801,carried,VBD,4,4,0,0,carri,carri,carry
802,carries,VBZ,1,1,0,0,carri,carri,carry
803,carry,VBP,3,4,0,0,carri,carri,carry
804,carrying,VBG,2,2,0,0,carri,carri,carry
805,cars,NNS,14,14,0,0,car,car,car
806,carved,JJ,1,1,0,0,carv,carv,carv
807,case,NN,5,5,0,0,case,case,cas
808,cassidy,NNP,1,1,0,0,cassidi,cassidi,cassidy
809,cast,NN,1,1,0,0,cast,cast,cast
810,castile,NNP,1,1,0,0,castil,castil,castil
811,castle,NNP,1,1,0,0,castl,castl,castl
812,casual,JJ,5,6,0,0,casual,casual,cas
813,casually,RB,6,6,0,0,casual,casual,cas
814,casualness,NN,1,1,0,0,casual,casual,cas
815,cat,NN,1,1,0,0,cat,cat,cat
816,cataracts,NNS,1,1,0,0,cataract,cataract,cataract
817,catastrophe,NN,1,1,0,0,catastroph,catastroph,catastroph
818,catch,VB,1,1,0,0,catch,catch,catch
819,catches,VBZ,1,1,0,0,catch,catch,catch
820,catching,VBG,2,2,0,0,catch,catch,catch
821,caterer,NN,1,1,0,0,cater,cater,cat
822,caterers,NNS,1,1,0,0,cater,cater,cat
823,caterwauling,NN,1,1,0,0,caterwaul,caterwaul,caterwa
824,catherine,NNP,14,14,0,0,catherin,catherin,catherin
825,catholic,NNP,2,2,0,0,cathol,cathol,cathol
826,catlips,NNP,1,1,0,0,catlip,catlip,catlip
827,caught,VBD,3,8,0,0,caught,caught,caught
828,cause,VB,1,1,0,0,caus,caus,caus
829,causing,VBG,2,2,0,0,caus,caus,caus
830,caution,NN,1,1,0,0,caution,caution,caut
831,cautiously,RB,1,1,0,0,cautious,cautious,cauty
832,ceased,VBD,2,2,0,0,ceas,ceas,ceas
833,ceaselessly,RB,2,2,0,0,ceaselessli,ceaseless,ceaseless
834,ceasing,VBG,1,1,0,0,ceas,ceas,ceas
835,cecil,NNP,2,2,0,0,cecil,cecil,cecil
836,ceiling,NN,3,3,0,0,ceil,ceil,ceil
837,celebrated,JJ,3,3,0,0,celebr,celebr,celebr
838,celebrities,NNS,1,1,0,0,celebr,celebr,celebr
839,celebrity,NN,1,1,0,0,celebr,celebr,celebr
840,cellar,VB,1,2,0,0,cellar,cellar,cell
841,cement,NN,1,1,0,0,cement,cement,cem
842,cemetery,NN,2,2,0,0,cemeteri,cemeteri,cemetery
843,central,JJ,2,4,0,0,central,central,cent
844,centre,NN,3,3,0,0,centr,centr,cent
845,century,NN,1,1,0,0,centuri,centuri,century
846,ceremoniously,RB,1,1,0,0,ceremoni,ceremoni,ceremony
847,ceremony,NN,1,1,0,0,ceremoni,ceremoni,ceremony
848,certain,JJ,13,13,0,0,certain,certain,certain
849,certainly,RB,6,8,0,0,certainli,certain,certain
850,chafed,NN,1,1,0,0,chafe,chafe,chaf
851,chain,NN,3,3,0,0,chain,chain,chain
852,chair,NN,17,17,0,0,chair,chair,chair
853,chairs,NNS,2,2,0,0,chair,chair,chair
854,challenge,VB,1,1,0,0,challeng,challeng,challeng
855,challengingly,RB,1,1,0,0,challengingli,challeng,challeng
856,chamber,NN,1,1,0,0,chamber,chamber,chamb
857,chambermaids,NNS,1,1,0,0,chambermaid,chambermaid,chambermaid
858,champagne,NN,7,7,0,0,champagn,champagn,champagn
859,champion,NN,1,1,0,0,champion,champion,champ
860,chance,NN,5,5,0,0,chanc,chanc,chant
861,chandelier,NN,1,1,0,0,chandeli,chandeli,chand
862,change,NN,11,12,0,0,chang,chang,chang
863,changed,VBN,4,7,0,0,chang,chang,chang
864,changedhe,NN,1,1,0,0,changedh,changedh,changedh
865,changes,NNS,1,1,0,0,chang,chang,chang
866,changing,VBG,5,5,0,0,chang,chang,chang
867,chapter,NN,1,1,0,0,chapter,chapter,chapt
868,character,NN,3,3,0,0,charact,charact,charact
869,charm,NN,1,1,0,0,charm,charm,charm
870,charming,NN,2,4,0,0,charm,charm,charm
871,chartreuse,NNP,1,1,0,0,chartreus,chartreus,chartreus
872,chase,NNP,1,1,0,0,chase,chase,chas
873,chasms,NN,1,1,0,0,chasm,chasm,chasm
874,chatter,NN,4,4,0,0,chatter,chatter,chat
875,chatting,VBG,1,1,0,0,chat,chat,chat
876,chauffeur,NN,8,8,0,0,chauffeur,chauffeur,chauff
877,chauffeurhe,NN,1,1,0,0,chauffeurh,chauffeurh,chauffeurh
878,chauffeurs,NNS,1,1,0,0,chauffeur,chauffeur,chauff
879,cheadles,NNPS,1,1,0,0,cheadl,cheadl,cheadl
880,cheap,NN,1,2,0,0,cheap,cheap,cheap
881,cheat,VB,1,1,0,0,cheat,cheat,che
882,check,NN,1,1,0,0,check,check,check
883,checker,NN,1,1,0,0,checker,checker,check
884,cheek,NN,3,3,0,0,cheek,cheek,cheek
885,cheekbone,NN,1,1,0,0,cheekbon,cheekbon,cheekbon
886,cheeks,NN,1,1,0,0,cheek,cheek,cheek
887,cheeksnot,NN,1,1,0,0,cheeksnot,cheeksnot,cheeksnot
888,cheer,NN,1,1,0,0,cheer,cheer,che
889,cheerful,JJ,6,7,0,0,cheer,cheer,che
890,cheerfully,RB,1,1,0,0,cheer,cheer,che
891,chefs,NN,1,1,0,0,chef,chef,chef
892,chest,NN,1,1,0,0,chest,chest,chest
893,chester,NNP,4,4,0,0,chester,chester,chest
894,chewing,NN,1,1,0,0,chew,chew,chew
895,chicago,NNP,20,20,0,0,chicago,chicago,chicago
896,chicken,NN,2,2,0,0,chicken,chicken,chick
897,chiefly,NN,1,1,0,0,chiefli,chiefli,chief
898,chiffon,NN,2,2,0,0,chiffon,chiffon,chiffon
899,child,NN,9,9,0,0,child,child,child
900,children,NNS,6,6,0,0,children,children,childr
901,chill,NN,1,1,0,0,chill,chill,chil
902,chilled,VBN,1,1,0,0,chill,chill,chil
903,chimneys,NNS,1,1,0,0,chimney,chimney,chimney
904,chin,NN,3,4,0,0,chin,chin,chin
905,choice,NN,1,1,0,0,choic,choic,cho
906,choked,VBN,2,2,0,0,choke,choke,chok
907,choking,VBG,1,1,0,0,choke,choke,chok
908,choose,VB,1,1,0,0,choos,choos,choos
909,choosing,VBG,1,1,0,0,choos,choos,choos
910,chords,NNS,2,2,0,0,chord,chord,chord
911,chorus,NN,2,2,0,0,choru,chorus,chor
912,christmas,NNP,4,4,0,0,christma,christma,christmas
913,chromes,NNPS,1,1,0,0,chrome,chrome,chromes
914,chrystie,NNP,1,1,0,0,chrysti,chrysti,chrystie
915,chrysties,NNPS,1,1,0,0,chrysti,chrysti,chrysties
916,church,NN,8,9,0,0,church,church,church
917,cigar,NN,1,2,0,0,cigar,cigar,cig
918,cigarette,NN,5,5,0,0,cigarett,cigarett,cigaret
919,cigarettes,NNS,5,5,0,0,cigarett,cigarett,cigaret
920,circle,NN,6,6,0,0,circl,circl,circ
921,circles,NNS,2,2,0,0,circl,circl,circ
922,circuit,NN,1,1,0,0,circuit,circuit,circuit
923,circular,NN,1,2,0,0,circular,circular,circul
924,circulating,VBG,1,1,0,0,circul,circul,circ
925,circumstance,NN,1,1,0,0,circumst,circumst,circumst
926,circumstances,NNS,3,3,0,0,circumst,circumst,circumst
927,circumstancesand,NN,1,1,0,0,circumstancesand,circumstancesand,circumstancesand
928,circumstantial,NN,1,1,0,0,circumstanti,circumstanti,circumst
929,circus,NN,1,1,0,0,circu,circus,circ
930,city,NN,17,19,0,0,citi,citi,city
931,civet,NNP,3,3,0,0,civet,civet,civet
932,civil,NNP,1,1,0,0,civil,civil,civil
933,civilization,NN,1,2,0,0,civil,civil,civil
934,civilizationoh,NN,1,1,0,0,civilizationoh,civilizationoh,civilizationoh
935,clad,NN,1,1,0,0,clad,clad,clad
936,clamdigger,NN,1,1,0,0,clamdigg,clamdigg,clamdig
937,clamorously,RB,1,1,0,0,clamor,clamor,clam
938,clamour,NN,1,1,0,0,clamour,clamour,clamo
939,clan,NN,3,3,0,0,clan,clan,clan
940,clarence,NNP,1,1,0,0,clarenc,clarenc,clar
941,claret,NN,1,1,0,0,claret,claret,claret
942,clasped,VBD,1,1,0,0,clasp,clasp,clasp
943,class,NN,1,1,0,0,class,class,class
944,claud,NN,1,1,0,0,claud,claud,claud
945,claudia,NNP,1,1,0,0,claudia,claudia,claud
946,clay,NNP,1,1,0,0,clay,clay,clay
947,clean,VBP,1,3,0,0,clean,clean,cle
948,cleaned,VBN,1,1,0,0,clean,clean,cle
949,clear,JJ,2,3,0,0,clear,clear,clear
950,cleared,VBN,1,1,0,0,clear,clear,clear
951,clearly,RB,1,1,0,0,clearli,clear,clear
952,clenched,VBN,1,1,0,0,clench,clench,clench
953,clergyman,NN,1,1,0,0,clergyman,clergyman,clergym
954,clerk,NN,1,1,0,0,clerk,clerk,clerk
955,clerks,NNS,3,3,0,0,clerk,clerk,clerk
956,clever,NN,1,1,0,0,clever,clever,clev
957,click,NN,1,1,0,0,click,click,click
958,clicked,VBD,1,2,0,0,click,click,click
959,clicking,NN,1,1,0,0,click,click,click
960,client,NN,1,1,0,0,client,client,cli
961,climb,NN,1,1,0,0,climb,climb,climb
962,climbed,VBD,1,1,0,0,climb,climb,climb
963,climbing,VBG,1,1,0,0,climb,climb,climb
964,clippingsabout,NN,1,1,0,0,clippingsabout,clippingsabout,clippingsabout
965,cloak,NN,1,1,0,0,cloak,cloak,cloak
966,clock,NN,25,30,0,0,clock,clock,clock
967,clockalmost,NN,1,1,0,0,clockalmost,clockalmost,clockalmost
968,clockuntil,VBP,1,1,0,0,clockuntil,clockuntil,clockuntil
969,clog,VB,1,1,0,0,clog,clog,clog
970,close,RB,10,15,0,0,close,close,clos
971,closed,VBD,5,8,0,0,close,close,clos
972,closer,JJR,1,2,0,0,closer,closer,clos
973,closest,JJS,1,2,0,0,closest,closest,closest
974,closets,NNS,1,1,0,0,closet,closet,closet
975,closing,NN,2,2,0,0,close,close,clos
976,cloth,NN,1,1,0,0,cloth,cloth,clo
977,clothed,VBN,1,1,0,0,cloth,cloth,cloth
978,clothes,NNS,7,7,0,0,cloth,cloth,cloth
979,clothesthere,RB,1,1,0,0,clothesther,clothesther,clothesth
980,cloud,NN,1,1,0,0,cloud,cloud,cloud
981,clouds,NNS,3,3,0,0,cloud,cloud,cloud
982,club,NN,1,1,0,0,club,club,club
983,clubfor,NNP,1,1,0,0,clubfor,clubfor,clubf
984,clubs,NNS,1,1,0,0,club,club,club
985,clumsy,JJ,1,1,0,0,clumsi,clumsi,clumsy
986,cluster,NN,1,1,0,0,cluster,cluster,clust
987,clustered,VBN,1,2,0,0,cluster,cluster,clust
988,clutching,VBG,1,1,0,0,clutch,clutch,clutch
989,clyde,NNP,1,1,0,0,clyde,clyde,clyd
990,coarse,JJ,1,1,0,0,coars,coars,coars
991,coast,NNP,1,1,0,0,coast,coast,coast
992,coasting,VBG,1,1,0,0,coast,coast,coast
993,coat,NN,16,16,0,0,coat,coat,coat
994,coats,NNS,1,1,0,0,coat,coat,coat
995,cobbled,JJ,1,1,0,0,cobbl,cobbl,cobbl
996,cocktail,NN,3,3,0,0,cocktail,cocktail,cocktail
997,cocktails,NNS,5,5,0,0,cocktail,cocktail,cocktail
998,code,NN,1,1,0,0,code,code,cod
999,cody,NNP,8,13,0,0,codi,codi,cody
1000,codyhe,NNP,1,1,0,0,codyh,codyh,codyh
1001,codytold,NNP,1,1,0,0,codytold,codytold,codytold
1002,coffee,NN,7,7,0,0,coffe,coffe,coff
