term_str,term_id,n,num,stop,stem_porter,stem_snowball,stem_lancaster,pos_max,dpidp,dfidf
assure,328,1,0,0,assur,assur,ass,VB,0.3522138890491458,3.169925001442312
assured,329,6,0,0,assur,assur,ass,VBD,0.4711093925305277,4.23998453277475
astonished,330,1,0,0,astonish,astonish,aston,VBN,0.3522138890491458,3.169925001442312
astonishing,331,1,0,0,astonish,astonish,aston,VBG,0.3522138890491458,3.169925001442312
astonishment,332,2,0,0,astonish,astonish,aston,NN,0.48220555587606934,4.339850002884624
astoria,333,1,0,0,astoria,astoria,astor,NNP,0.3522138890491458,3.169925001442312
astoriaonly,334,1,0,0,astoriaonli,astoriaon,astoriaon,RB,0.3522138890491458,3.169925001442312
astounded,335,1,0,0,astound,astound,astound,VBN,0.3522138890491458,3.169925001442312
astounding,336,1,0,0,astound,astound,astound,VBG,0.3522138890491458,3.169925001442312
asunder,337,1,0,0,asund,asund,asund,NN,0.3522138890491458,3.169925001442312
at,338,404,0,1,at,at,at,IN,0.0,0.0
ate,339,2,0,0,ate,ate,at,VB,0.48220555587606934,4.339850002884624
athlete,340,1,0,0,athlet,athlet,athlet,NN,0.3522138890491458,3.169925001442312
atlantic,341,1,0,0,atlant,atlant,atl,NNP,0.3522138890491458,3.169925001442312
atmosphere,342,1,0,0,atmospher,atmospher,atmosph,NN,0.3522138890491458,3.169925001442312
attach,343,2,0,0,attach,attach,attach,VB,0.48220555587606934,4.339850002884624
attached,344,1,0,0,attach,attach,attach,VBD,0.3522138890491458,3.169925001442312
attacksat,345,1,0,0,attacksat,attacksat,attacks,JJ,0.3522138890491458,3.169925001442312
attain,346,2,0,0,attain,attain,attain,VB,0.48220555587606934,4.339850002884624
attempt,347,4,0,0,attempt,attempt,attempt,NN,0.5199666673076944,4.6797000057692495
attempting,348,2,0,0,attempt,attempt,attempt,NN,0.48220555587606934,4.339850002884624
attend,349,1,0,0,attend,attend,attend,VB,0.3522138890491458,3.169925001442312
attention,350,6,0,0,attent,attent,at,NN,0.5199666673076944,4.6797000057692495
attired,351,1,0,0,attir,attir,attir,VBN,0.3522138890491458,3.169925001442312
attracted,352,2,0,0,attract,attract,attract,VBD,0.48220555587606934,4.339850002884624
attractively,353,1,0,0,attract,attract,attract,RB,0.3522138890491458,3.169925001442312
audible,354,2,0,0,audibl,audibl,aud,JJ,0.48220555587606934,4.339850002884624
audibly,355,1,0,0,audibl,audibl,aud,RB,0.3522138890491458,3.169925001442312
auerbach,356,1,0,0,auerbach,auerbach,auerbach,NNP,0.3522138890491458,3.169925001442312
august,357,2,0,0,august,august,august,NNP,0.48220555587606934,4.339850002884624
aunt,358,3,0,0,aunt,aunt,aunt,NN,0.5283208335737186,4.754887502163468
auntbut,359,1,0,0,auntbut,auntbut,auntbut,NN,0.3522138890491458,3.169925001442312
aunts,360,1,0,0,aunt,aunt,aunt,NNS,0.3522138890491458,3.169925001442312
authentic,361,1,0,0,authent,authent,auth,JJ,0.3522138890491458,3.169925001442312
authentically,362,1,0,0,authent,authent,auth,RB,0.3522138890491458,3.169925001442312
authoritative,363,1,0,0,authorit,authorit,authorit,JJ,0.3522138890491458,3.169925001442312
authoritatively,364,1,0,0,authorit,authorit,authorit,RB,0.3522138890491458,3.169925001442312
authorities,365,1,0,0,author,author,auth,NNS,0.3522138890491458,3.169925001442312
authority,366,1,0,0,author,author,auth,NN,0.3522138890491458,3.169925001442312
auto,367,1,0,0,auto,auto,auto,NNP,0.3522138890491458,3.169925001442312
automatic,368,1,0,0,automat,automat,autom,JJ,0.3522138890491458,3.169925001442312
automatically,369,3,0,0,automat,automat,autom,RB,0.48220555587606934,4.339850002884624
automobile,370,2,0,0,automobil,automobil,automobl,NN,0.48220555587606934,4.339850002884624
automobiles,371,5,0,0,automobil,automobil,automobl,NNS,0.5283208335737186,4.754887502163468
autumn,372,5,0,0,autumn,autumn,autumn,NN,0.4711093925305277,4.23998453277475
autumnleaf,373,1,0,0,autumnleaf,autumnleaf,autumnleaf,JJ,0.3522138890491458,3.169925001442312
avenue,374,4,0,0,avenu,avenu,avenu,NNP,0.5283208335737186,4.754887502163468
avoid,375,2,0,0,avoid,avoid,avoid,IN,0.48220555587606934,4.339850002884624
avoided,376,2,0,0,avoid,avoid,avoid,VBD,0.48220555587606934,4.339850002884624
avoiding,377,1,0,0,avoid,avoid,avoid,VBG,0.3522138890491458,3.169925001442312
awaited,378,1,0,0,await,await,await,VBD,0.3522138890491458,3.169925001442312
aware,379,10,0,0,awar,awar,aw,JJ,0.3899750004807708,3.5097750043269373
away,380,74,0,0,away,away,away,RB,0.0,0.0
awayand,381,1,0,0,awayand,awayand,awayand,RP,0.3522138890491458,3.169925001442312
awed,382,3,0,0,awe,awe,aw,JJ,0.5283208335737186,4.754887502163468
awful,383,4,0,0,aw,aw,aw,JJ,0.5283208335737186,4.754887502163468
awfully,384,1,0,0,aw,aw,aw,RB,0.3522138890491458,3.169925001442312
awkward,385,1,0,0,awkward,awkward,awkward,NN,0.3522138890491458,3.169925001442312
awnings,386,1,0,0,awn,awn,awn,NNS,0.3522138890491458,3.169925001442312
awoke,387,2,0,0,awok,awok,awok,VBD,0.48220555587606934,4.339850002884624
axe,388,1,0,0,axe,axe,ax,NN,0.3522138890491458,3.169925001442312
b,389,5,0,0,b,b,b,NNP,0.5283208335737186,4.754887502163468
babbled,390,1,0,0,babbl,babbl,babbl,JJ,0.3522138890491458,3.169925001442312
baby,391,3,0,0,babi,babi,baby,NN,0.5283208335737186,4.754887502163468
back,392,109,0,0,back,back,back,RB,0.0,0.0
backed,393,1,0,0,back,back,back,VBD,0.3522138890491458,3.169925001442312
background,394,1,0,0,background,background,background,NN,0.3522138890491458,3.169925001442312
backhyssons,395,1,0,0,backhysson,backhysson,backhysson,NNS,0.3522138890491458,3.169925001442312
backs,396,1,0,0,back,back,back,NNS,0.3522138890491458,3.169925001442312
backward,397,6,0,0,backward,backward,backward,NN,0.5283208335737186,4.754887502163468
bad,398,11,0,0,bad,bad,bad,JJ,0.5199666673076944,4.6797000057692495
baedeker,399,5,0,0,baedek,baedek,baedek,NNP,0.48220555587606934,4.339850002884624
baffled,400,1,0,0,baffl,baffl,baffl,VBN,0.3522138890491458,3.169925001442312
bag,401,2,0,0,bag,bag,bag,NN,0.48220555587606934,4.339850002884624
baggage,402,1,0,0,baggag,baggag,bag,NN,0.3522138890491458,3.169925001442312
baked,403,1,0,0,bake,bake,bak,JJ,0.3522138890491458,3.169925001442312
baker,404,40,0,0,baker,baker,bak,NNP,0.28199895063255076,2.5379905556929585
baking,405,1,0,0,bake,bake,bak,NN,0.3522138890491458,3.169925001442312
balance,406,1,0,0,balanc,balanc,bal,VB,0.3522138890491458,3.169925001442312
balancing,407,4,0,0,balanc,balanc,bal,VBG,0.48220555587606934,4.339850002884624
ball,408,2,0,0,ball,ball,bal,NN,0.48220555587606934,4.339850002884624
balloon,409,1,0,0,balloon,balloon,balloon,NN,0.3522138890491458,3.169925001442312
ballooned,410,1,0,0,balloon,balloon,balloon,VBD,0.3522138890491458,3.169925001442312
ballroom,411,2,0,0,ballroom,ballroom,ballroom,NN,0.3522138890491458,3.169925001442312
band,412,1,0,0,band,band,band,NN,0.3522138890491458,3.169925001442312
bandages,413,1,0,0,bandag,bandag,band,NNS,0.3522138890491458,3.169925001442312
banjo,414,1,0,0,banjo,banjo,banjo,NN,0.3522138890491458,3.169925001442312
banjoes,415,1,0,0,banjo,banjo,banjo,NNS,0.3522138890491458,3.169925001442312
banking,416,1,0,0,bank,bank,bank,NN,0.3522138890491458,3.169925001442312
banners,417,2,0,0,banner,banner,ban,NNS,0.3522138890491458,3.169925001442312
banns,418,1,0,0,bann,bann,ban,NN,0.3522138890491458,3.169925001442312
bantering,419,1,0,0,banter,banter,bant,VBG,0.3522138890491458,3.169925001442312
bar,420,3,0,0,bar,bar,bar,NN,0.3522138890491458,3.169925001442312
barbara,421,3,0,0,barbara,barbara,barbar,NNP,0.3522138890491458,3.169925001442312
barbary,422,1,0,0,barbari,barbari,barb,NNP,0.3522138890491458,3.169925001442312
barbed,423,1,0,0,barb,barb,barb,VBD,0.3522138890491458,3.169925001442312
bare,424,3,0,0,bare,bare,bar,NN,0.5283208335737186,4.754887502163468
barely,425,1,0,0,bare,bare,bar,RB,0.3522138890491458,3.169925001442312
barges,426,1,0,0,barg,barg,barg,NNS,0.3522138890491458,3.169925001442312
barnyard,427,1,0,0,barnyard,barnyard,barnyard,NN,0.3522138890491458,3.169925001442312
barrier,428,2,0,0,barrier,barrier,barry,NN,0.48220555587606934,4.339850002884624
baseball,429,1,0,0,basebal,basebal,basebal,NN,0.3522138890491458,3.169925001442312
basic,430,1,0,0,basic,basic,bas,JJ,0.3522138890491458,3.169925001442312
basket,431,4,0,0,basket,basket,basket,NN,0.5283208335737186,4.754887502163468
bass,432,1,0,0,bass,bass,bass,NN,0.3522138890491458,3.169925001442312
bastards,433,1,0,0,bastard,bastard,bastard,NNS,0.3522138890491458,3.169925001442312
bat,434,1,0,0,bat,bat,bat,NN,0.3522138890491458,3.169925001442312
bath,435,4,0,0,bath,bath,bath,NN,0.5199666673076944,4.6797000057692495
bathingsuit,436,1,0,0,bathingsuit,bathingsuit,bathingsuit,NN,0.3522138890491458,3.169925001442312
bathroom,437,1,0,0,bathroom,bathroom,bathroom,NN,0.3522138890491458,3.169925001442312
bathrooms,438,2,0,0,bathroom,bathroom,bathroom,NNS,0.48220555587606934,4.339850002884624
baths,439,1,0,0,bath,bath,bath,NNS,0.3522138890491458,3.169925001442312
bathsintruding,440,1,0,0,bathsintrud,bathsintrud,bathsintrud,VBG,0.3522138890491458,3.169925001442312
battalion,441,1,0,0,battalion,battalion,bat,NN,0.3522138890491458,3.169925001442312
battles,442,1,0,0,battl,battl,battl,VBZ,0.3522138890491458,3.169925001442312
bay,443,8,0,0,bay,bay,bay,NN,0.4711093925305277,4.23998453277475
be,444,123,0,1,be,be,be,VB,0.0,0.0
beach,445,9,0,0,beach,beach,beach,NN,0.3899750004807708,3.5097750043269373
beaded,446,1,0,0,bead,bead,bead,VBN,0.3522138890491458,3.169925001442312
beads,447,3,0,0,bead,bead,bead,NNS,0.5283208335737186,4.754887502163468
beale,448,1,0,0,beal,beal,beal,NNP,0.3522138890491458,3.169925001442312
beamed,449,2,0,0,beam,beam,beam,VBD,0.48220555587606934,4.339850002884624
bear,450,2,0,0,bear,bear,bear,NN,0.48220555587606934,4.339850002884624
beard,451,2,0,0,beard,beard,beard,NN,0.48220555587606934,4.339850002884624
bearing,452,1,0,0,bear,bear,bear,VBG,0.3522138890491458,3.169925001442312
beast,453,1,0,0,beast,beast,beast,NNP,0.3522138890491458,3.169925001442312
beat,454,9,0,0,beat,beat,beat,VB,0.3899750004807708,3.5097750043269373
beating,455,5,0,0,beat,beat,beat,VBG,0.5199666673076944,4.6797000057692495
beautiful,456,7,0,0,beauti,beauti,beauty,JJ,0.5199666673076944,4.6797000057692495
beauty,457,7,0,0,beauti,beauti,beauty,NN,0.4711093925305277,4.23998453277475
beaux,458,1,0,0,beaux,beaux,beaux,NN,0.3522138890491458,3.169925001442312
beaver,459,1,0,0,beaver,beaver,beav,NNP,0.3522138890491458,3.169925001442312
became,460,9,0,0,becam,becam,becam,VBD,0.28199895063255076,2.5379905556929585
because,461,45,0,1,becaus,becaus,becaus,IN,0.0,0.0
becker,462,1,0,0,becker,becker,beck,NNP,0.3522138890491458,3.169925001442312
beckers,463,1,0,0,becker,becker,beck,NNPS,0.3522138890491458,3.169925001442312
become,464,5,0,0,becom,becom,becom,VB,0.4711093925305277,4.23998453277475
becomes,465,1,0,0,becom,becom,becom,VBZ,0.3522138890491458,3.169925001442312
bed,466,16,0,0,bed,bed,bed,NN,0.1510444457264999,1.359400011538499
bedroom,467,5,0,0,bedroom,bedroom,bedroom,NN,0.5199666673076944,4.6797000057692495
bedrooms,468,3,0,0,bedroom,bedroom,bedroom,NNS,0.48220555587606934,4.339850002884624
been,469,107,0,1,been,been,been,VBN,0.0,0.0
beetles,470,1,0,0,beetl,beetl,beetl,NNS,0.3522138890491458,3.169925001442312
before,471,87,0,1,befor,befor,bef,IN,0.0,0.0
beforeand,472,2,0,0,beforeand,beforeand,beforeand,NN,0.48220555587606934,4.339850002884624
beg,473,5,0,0,beg,beg,beg,VBP,0.5283208335737186,4.754887502163468
began,474,50,0,0,began,began,beg,VBD,0.1510444457264999,1.359400011538499
begged,475,2,0,0,beg,beg,beg,VBD,0.3522138890491458,3.169925001442312
begin,476,3,0,0,begin,begin,begin,VB,0.5283208335737186,4.754887502163468
beginning,477,5,0,0,begin,begin,begin,VBG,0.4711093925305277,4.23998453277475
beginningand,478,1,0,0,beginningand,beginningand,beginningand,NN,0.3522138890491458,3.169925001442312
beginnings,479,1,0,0,begin,begin,begin,NNS,0.3522138890491458,3.169925001442312
begins,480,2,0,0,begin,begin,begin,VBZ,0.48220555587606934,4.339850002884624
begotten,481,1,0,0,begotten,begotten,begot,VBN,0.3522138890491458,3.169925001442312
begun,482,5,0,0,begun,begun,begun,VBN,0.5283208335737186,4.754887502163468
behaviour,483,1,0,0,behaviour,behaviour,behavio,NN,0.3522138890491458,3.169925001442312
behind,484,18,0,0,behind,behind,behind,IN,0.3899750004807708,3.5097750043269373
being,485,15,0,1,be,be,being,VBG,0.3899750004807708,3.5097750043269373
belasco,486,1,0,0,belasco,belasco,belasco,NNP,0.3522138890491458,3.169925001442312
belcher,487,1,0,0,belcher,belcher,belch,NNP,0.3522138890491458,3.169925001442312
belief,488,1,0,0,belief,belief,believ,NN,0.3522138890491458,3.169925001442312
believe,489,16,0,0,believ,believ,believ,VBP,0.1510444457264999,1.359400011538499
believed,490,7,0,0,believ,believ,believ,VBD,0.3899750004807708,3.5097750043269373
believing,491,1,0,0,believ,believ,believ,VBG,0.3522138890491458,3.169925001442312
bell,492,1,0,0,bell,bell,bel,NN,0.3522138890491458,3.169925001442312
bellows,493,1,0,0,bellow,bellow,bellow,NNS,0.3522138890491458,3.169925001442312
bells,494,3,0,0,bell,bell,bel,NNS,0.5283208335737186,4.754887502163468
belly,495,1,0,0,belli,belli,bel,RB,0.3522138890491458,3.169925001442312
belong,496,3,0,0,belong,belong,belong,VBP,0.48220555587606934,4.339850002884624
belonged,497,4,0,0,belong,belong,belong,VBD,0.5283208335737186,4.754887502163468
belongs,498,1,0,0,belong,belong,belong,NNS,0.3522138890491458,3.169925001442312
below,499,4,0,1,below,below,below,IN,0.48220555587606934,4.339850002884624
beluga,500,2,0,0,beluga,beluga,belug,NNP,0.3522138890491458,3.169925001442312
bembergs,501,1,0,0,bemberg,bemberg,bemberg,NNP,0.3522138890491458,3.169925001442312
bench,502,2,0,0,bench,bench,bench,NN,0.48220555587606934,4.339850002884624
bend,503,2,0,0,bend,bend,bend,NN,0.3522138890491458,3.169925001442312
bending,504,3,0,0,bend,bend,bend,VBG,0.48220555587606934,4.339850002884624
bendthen,505,1,0,0,bendthen,bendthen,bendth,NN,0.3522138890491458,3.169925001442312
beneath,506,6,0,0,beneath,beneath,benea,IN,0.5199666673076944,4.6797000057692495
benediction,507,2,0,0,benedict,benedict,benedict,NN,0.48220555587606934,4.339850002884624
benny,508,1,0,0,benni,benni,benny,NNP,0.3522138890491458,3.169925001442312
bent,509,4,0,0,bent,bent,bent,VBD,0.5199666673076944,4.6797000057692495
beside,510,21,0,0,besid,besid,besid,IN,0.1510444457264999,1.359400011538499
besides,511,2,0,0,besid,besid,besid,IN,0.3522138890491458,3.169925001442312
best,512,7,0,0,best,best,best,JJS,0.3899750004807708,3.5097750043269373
bet,513,1,0,0,bet,bet,bet,NN,0.3522138890491458,3.169925001442312
betrayed,514,1,0,0,betray,betray,betray,VBD,0.3522138890491458,3.169925001442312
better,515,18,0,0,better,better,bet,JJR,0.3899750004807708,3.5097750043269373
betting,516,1,0,0,bet,bet,bet,NN,0.3522138890491458,3.169925001442312
betty,517,1,0,0,betti,betti,betty,NNP,0.3522138890491458,3.169925001442312
between,518,24,0,1,between,between,between,IN,0.0,0.0
bewilderment,519,1,0,0,bewilder,bewilder,bewild,NN,0.3522138890491458,3.169925001442312
bewill,520,1,0,0,bewil,bewil,bewil,VB,0.3522138890491458,3.169925001442312
bewitched,521,1,0,0,bewitch,bewitch,bewitch,VBN,0.3522138890491458,3.169925001442312
beyond,522,11,0,0,beyond,beyond,beyond,IN,0.4711093925305277,4.23998453277475
bid,523,1,0,0,bid,bid,bid,VB,0.3522138890491458,3.169925001442312
big,524,19,0,0,big,big,big,JJ,0.28199895063255076,2.5379905556929585
bigger,525,1,0,0,bigger,bigger,big,JJR,0.3522138890491458,3.169925001442312
bill,526,2,0,0,bill,bill,bil,NN,0.48220555587606934,4.339850002884624
billow,527,1,0,0,billow,billow,billow,NN,0.3522138890491458,3.169925001442312
biloxi,528,9,0,0,biloxi,biloxi,bilox,NNP,0.3522138890491458,3.169925001442312
bird,529,3,0,0,bird,bird,bird,NN,0.5283208335737186,4.754887502163468
birds,530,1,0,0,bird,bird,bird,NNS,0.3522138890491458,3.169925001442312
birth,531,1,0,0,birth,birth,bir,NN,0.3522138890491458,3.169925001442312
birthday,532,1,0,0,birthday,birthday,birthday,NN,0.3522138890491458,3.169925001442312
biscuit,533,1,0,0,biscuit,biscuit,biscuit,NNP,0.3522138890491458,3.169925001442312
biscuits,534,1,0,0,biscuit,biscuit,biscuit,NNS,0.3522138890491458,3.169925001442312
biscuitsone,535,1,0,0,biscuitson,biscuitson,biscuitson,NN,0.3522138890491458,3.169925001442312
bit,536,4,0,0,bit,bit,bit,NN,0.5283208335737186,4.754887502163468
bitch,537,1,0,0,bitch,bitch,bitch,NN,0.3522138890491458,3.169925001442312
bite,538,1,0,0,bite,bite,bit,VB,0.3522138890491458,3.169925001442312
bitter,539,1,0,0,bitter,bitter,bit,JJ,0.3522138890491458,3.169925001442312
bitterly,540,1,0,0,bitterli,bitter,bit,RB,0.3522138890491458,3.169925001442312
bizarre,541,3,0,0,bizarr,bizarr,bizar,NN,0.5283208335737186,4.754887502163468
black,542,11,0,0,black,black,black,JJ,0.28199895063255076,2.5379905556929585
blackbuck,543,1,0,0,blackbuck,blackbuck,blackbuck,NNP,0.3522138890491458,3.169925001442312
blackwell,544,1,0,0,blackwel,blackwel,blackwel,NNP,0.3522138890491458,3.169925001442312
blame,545,1,0,0,blame,blame,blam,NN,0.3522138890491458,3.169925001442312
blanket,546,2,0,0,blanket,blanket,blanket,NN,0.3522138890491458,3.169925001442312
blankets,547,1,0,0,blanket,blanket,blanket,NNS,0.3522138890491458,3.169925001442312
blankly,548,4,0,0,blankli,blank,blank,RB,0.5199666673076944,4.6797000057692495
blazed,549,1,0,0,blaze,blaze,blaz,VBD,0.3522138890491458,3.169925001442312
blazers,550,1,0,0,blazer,blazer,blaz,NNS,0.3522138890491458,3.169925001442312
blazing,551,2,0,0,blaze,blaze,blaz,NN,0.48220555587606934,4.339850002884624
bleak,552,1,0,0,bleak,bleak,bleak,NN,0.3522138890491458,3.169925001442312
bleared,553,1,0,0,blear,blear,blear,JJ,0.3522138890491458,3.169925001442312
bleeding,554,1,0,0,bleed,bleed,blee,VBG,0.3522138890491458,3.169925001442312
blessed,555,4,0,0,bless,bless,bless,JJ,0.48220555587606934,4.339850002884624
blew,556,7,0,0,blew,blew,blew,VBD,0.4711093925305277,4.23998453277475
blind,557,5,0,0,blind,blind,blind,NN,0.5199666673076944,4.6797000057692495
blinded,558,1,0,0,blind,blind,blind,VBN,0.3522138890491458,3.169925001442312
blinding,559,1,0,0,blind,blind,blind,VBG,0.3522138890491458,3.169925001442312
blindly,560,1,0,0,blindli,blind,blind,RB,0.3522138890491458,3.169925001442312
blindness,561,1,0,0,blind,blind,blind,NN,0.3522138890491458,3.169925001442312
blinds,562,2,0,0,blind,blind,blind,NNS,0.3522138890491458,3.169925001442312
blink,563,1,0,0,blink,blink,blink,VB,0.3522138890491458,3.169925001442312
blinking,564,1,0,0,blink,blink,blink,VBG,0.3522138890491458,3.169925001442312
block,565,2,0,0,block,block,block,NN,0.48220555587606934,4.339850002884624
blocked,566,2,0,0,block,block,block,VBD,0.48220555587606934,4.339850002884624
blocking,567,1,0,0,block,block,block,VBG,0.3522138890491458,3.169925001442312
blocks,568,2,0,0,block,block,block,NNP,0.48220555587606934,4.339850002884624
blond,569,2,0,0,blond,blond,blond,NN,0.48220555587606934,4.339850002884624
blood,570,1,0,0,blood,blood,blood,NN,0.3522138890491458,3.169925001442312
bloody,571,1,0,0,bloodi,bloodi,bloody,JJ,0.3522138890491458,3.169925001442312
bloomed,572,3,0,0,bloom,bloom,bloom,VBD,0.5283208335737186,4.754887502163468
blooms,573,1,0,0,bloom,bloom,bloom,NNS,0.3522138890491458,3.169925001442312
blossomed,574,1,0,0,blossom,blossom,blossom,VBD,0.3522138890491458,3.169925001442312
blossoms,575,1,0,0,blossom,blossom,blossom,NNS,0.3522138890491458,3.169925001442312
blot,576,1,0,0,blot,blot,blot,NN,0.3522138890491458,3.169925001442312
blow,577,1,0,0,blow,blow,blow,VB,0.3522138890491458,3.169925001442312
blowing,578,1,0,0,blow,blow,blow,VBG,0.3522138890491458,3.169925001442312
blown,579,4,0,0,blown,blown,blown,VBN,0.48220555587606934,4.339850002884624
blows,580,1,0,0,blow,blow,blow,VBZ,0.3522138890491458,3.169925001442312
blue,581,21,0,0,blue,blue,blu,JJ,0.0,0.0
blues,582,1,0,0,blue,blue,blu,NNP,0.3522138890491458,3.169925001442312
blurred,583,3,0,0,blur,blur,blur,JJ,0.48220555587606934,4.339850002884624
blurted,584,1,0,0,blurt,blurt,blurt,VBD,0.3522138890491458,3.169925001442312
board,585,1,0,0,board,board,board,NN,0.3522138890491458,3.169925001442312
